attendance,endurance,strength,flexibility,participation,skill_speed,physical_progress,score
54,60,49,89,64,33,73,59.13
57,89,40,76,95,75,69,70.18
67,85,86,49,80,45,68,74.9
84,61,67,79,79,89,50,69.9
55,90,40,57,77,87,44,62.88
92,90,45,57,75,56,90,77.83
72,93,81,50,80,61,54,68.74
95,39,56,67,97,50,50,65.58
75,55,52,40,66,54,47,57.77
88,66,88,53,74,44,83,74.53
73,59,44,41,97,80,81,71.14
59,31,90,55,65,38,58,57.12
64,71,62,67,88,65,72,72.08
87,64,76,89,71,81,79,79.91
69,39,60,38,62,64,81,60.92
78,60,92,75,89,38,82,78.01
55,35,52,33,86,63,83,59.52
97,94,42,33,94,66,48,67.41
58,31,40,77,73,74,57,54.54
99,38,89,44,62,51,77,64.83
54,88,60,75,74,30,89,65.7
97,42,81,65,94,77,45,70.17
88,35,65,39,70,41,90,64.58
68,54,67,57,73,89,60,68.23
54,92,63,68,57,80,47,62.76
69,88,53,39,74,94,51,71.68
60,75,61,71,73,44,51,60.44
99,44,93,45,64,52,51,63.57
76,71,52,43,79,40,80,65.25
78,46,38,81,72,41,74,63.38
56,52,57,76,82,39,40,53.28
99,44,42,33,73,65,87,62.53
52,67,74,65,90,88,57,71.29
54,85,58,68,93,66,53,67.07
62,63,39,89,99,51,88,72.41
65,94,82,71,56,50,64,64.51
61,63,45,71,82,77,63,64.43
88,45,77,84,93,91,70,85.6
76,79,91,37,69,32,65,67.28
94,71,48,52,97,31,52,66.02
82,91,45,67,92,70,54,67.16
64,41,47,89,71,81,92,66.27
70,57,56,79,91,41,62,64.29
93,59,74,70,76,89,71,82.56
66,79,48,45,69,32,82,56.63
86,46,54,56,95,44,42,56.88
98,39,35,74,66,64,71,64.25
64,40,55,53,55,55,64,56.57
69,76,85,51,80,75,58,71.62
68,37,59,56,79,36,48,49.86
50,60,62,53,86,79,58,68.61
53,66,71,40,57,32,90,57.33
52,62,66,45,98,53,57,64.98
57,38,90,77,93,79,48,68.27
90,75,70,82,81,82,81,81.22
93,32,70,57,94,75,69,66.89
54,42,36,40,86,32,84,53.09
58,57,74,81,87,75,85,72.94
50,81,63,49,85,60,57,62.91
92,90,82,62,92,76,88,75.79
79,53,80,36,61,82,74,68.86
56,39,50,39,87,43,49,55.16
71,71,61,68,94,35,44,56.82
69,66,43,74,87,52,81,65.89
78,44,90,50,82,81,81,76.91
76,57,74,77,86,94,90,80.82
74,66,79,71,63,73,71,74.93
95,94,39,82,72,39,44,63.93
84,42,91,32,70,73,48,61.05
76,88,47,34,93,46,44,62.8
60,85,79,67,91,94,68,81.52
66,59,59,30,79,82,43,58.52
80,93,39,65,87,79,40,67.58
67,49,80,41,75,43,83,64.55
68,56,43,60,65,54,59,57.64
99,41,83,70,77,74,90,70.89
87,70,53,55,75,90,68,69.29
78,80,39,63,93,72,62,73.17
64,58,66,74,65,53,76,63.95
56,80,42,68,87,90,42,71.01
86,88,53,74,86,74,88,80.21
86,60,37,45,95,91,89,73.62
56,38,57,53,67,37,69,56.16
71,59,77,72,94,68,46,79.75
61,69,44,65,85,39,77,60.54
57,36,54,84,99,75,75,62.15
67,88,72,34,83,30,94,76.32
77,40,55,30,74,87,44,59.13
67,32,53,71,86,80,41,68.1
80,33,48,50,86,75,47,60.15
66,49,36,39,75,52,57,55.55
72,34,66,37,56,47,70,51.53
60,63,60,49,55,90,79,65.91
64,43,71,64,94,41,75,62.7
79,42,79,85,64,86,70,70.52
80,90,78,59,59,80,75,76.67
55,78,74,79,68,50,53,65.36
61,74,62,47,81,46,72,67.57
72,82,58,74,64,77,41,67.69
88,53,52,74,85,42,65,62.02
89,92,51,76,93,47,63,75.17
85,38,77,57,83,33,56,59.89
84,92,81,56,67,53,76,69.16
52,85,71,59,88,92,91,74.32
91,71,86,83,62,73,54,75.65
77,30,53,66,97,75,84,68.13
64,93,47,64,66,88,84,71.25
62,44,54,48,87,82,60,59.88
68,51,51,82,70,44,61,59.2
89,49,61,71,60,47,51,58.93
67,74,85,70,80,54,66,75.85
80,69,38,84,95,41,45,60.77
86,75,65,67,65,90,68,75.56
70,92,94,33,79,72,66,75.49
88,41,60,32,66,82,74,57.84
54,81,71,39,76,57,90,68.05
66,36,35,84,63,65,49,56.98
68,84,46,40,93,70,74,68.34
53,34,76,74,65,68,50,53.93
75,76,79,57,77,44,42,66.6
73,67,85,69,56,59,90,73.87
88,72,50,33,88,83,63,68.9
87,37,93,79,78,52,80,70.73
95,79,68,68,84,64,84,83.21
68,38,58,32,55,64,87,56.04
79,42,75,63,84,78,51,65.83
75,79,58,76,93,55,90,71.64
60,64,71,50,74,33,74,63.66
88,54,92,54,77,68,85,77.96
52,90,77,74,93,80,87,78.32
71,60,38,32,60,76,92,64.18
66,78,85,46,69,35,62,64.83
60,72,91,46,77,68,77,72.66
96,74,42,52,69,45,49,64.38
88,36,93,46,59,71,83,66.17
96,35,50,50,85,36,88,68.07
76,79,83,44,61,78,55,71.01
98,74,77,84,85,36,45,73.05
92,83,93,80,91,78,91,93.33
78,46,43,86,81,55,43,60.26
61,58,75,47,98,31,42,63.67
62,93,58,83,80,81,63,74.65
60,49,73,52,93,94,46,66.62
80,55,35,46,90,30,56,62.0
60,58,37,42,91,86,91,68.25
90,36,43,79,82,59,41,63.17
92,63,82,88,89,91,56,82.43
85,34,80,44,57,83,43,63.11
51,35,87,72,73,47,94,63.98
72,62,81,82,72,39,50,65.93
85,72,70,86,84,34,86,72.83
63,88,81,48,81,31,69,67.61
86,62,92,41,71,91,59,71.27
98,90,45,54,66,94,61,70.83
76,47,83,75,87,31,66,57.11
61,43,75,39,86,87,88,69.7
78,50,89,84,96,63,92,81.05
55,68,79,84,97,89,52,70.74
93,63,37,85,69,91,61,72.18
96,60,68,42,57,57,66,65.77
72,36,69,31,81,67,67,68.4
59,30,50,78,63,43,52,52.78
83,51,48,75,93,90,45,61.2
93,92,70,47,63,61,44,68.73
61,91,37,63,61,76,56,65.14
81,75,82,81,91,43,42,71.68
75,86,84,63,60,71,64,78.77
56,74,94,50,98,38,92,64.9
81,42,40,72,57,74,82,65.01
82,66,50,38,95,59,54,65.1
67,43,86,48,85,75,40,63.05
84,66,74,39,67,33,44,61.0
69,43,66,63,72,58,51,65.12
80,62,68,43,56,53,75,64.49
54,31,66,81,82,49,57,61.7
81,82,67,75,65,88,69,73.88
96,84,47,37,99,45,66,74.86
91,74,62,66,59,68,50,64.66
68,66,52,62,71,45,88,66.51
50,56,87,63,65,70,71,67.48
56,81,71,45,91,43,69,70.44
71,76,58,42,92,56,47,67.87
99,87,35,68,97,44,64,71.21
83,36,82,56,63,54,53,63.62
59,42,63,68,57,41,57,53.23
96,77,61,62,69,56,73,73.24
91,57,48,62,97,57,41,62.57
75,74,58,33,76,64,92,69.19
81,85,49,66,96,80,83,79.52
91,64,44,54,97,35,51,65.74
76,84,58,40,69,66,40,59.34
61,66,50,40,57,34,69,52.66
89,38,65,51,62,85,69,68.43
72,32,63,43,68,88,51,59.01
63,31,43,68,77,68,41,54.11
83,87,70,31,60,80,81,69.63
66,51,45,63,70,70,83,67.91
55,53,53,40,72,52,56,49.82
76,83,50,85,95,73,62,76.09
57,46,43,74,93,31,82,58.48
82,87,78,34,95,60,66,75.8
84,87,87,80,58,63,66,76.8
96,50,61,56,76,74,65,67.42
66,92,68,47,82,40,90,70.24
75,92,45,61,55,43,94,70.51
56,73,53,32,68,82,45,57.85
95,69,42,85,61,54,50,67.98
73,75,77,79,80,49,65,70.98
74,53,93,52,76,78,72,67.1
84,80,82,37,65,84,45,74.69
75,33,89,75,60,44,76,60.18
99,60,54,87,90,85,91,81.82
54,94,75,39,68,39,59,58.15
96,59,45,36,97,77,91,72.14
87,69,47,57,92,34,70,61.34
84,43,51,67,77,57,53,64.94
79,73,77,53,84,83,94,75.66
99,63,77,85,67,66,90,78.08
74,68,57,53,84,32,46,66.25
73,33,88,53,70,38,83,65.27
79,56,84,58,96,82,59,75.66
69,71,46,53,94,85,53,67.5
52,40,43,68,97,39,56,57.02
81,61,61,32,73,94,72,72.59
57,79,59,65,64,76,70,66.96
99,82,57,67,85,46,67,67.86
96,33,89,76,63,75,52,66.09
72,48,86,55,60,78,59,68.24
95,62,73,44,71,93,53,72.93
65,84,43,33,74,58,44,59.46
84,38,76,41,93,35,77,67.91
74,91,59,34,78,30,83,68.84
64,91,59,86,82,90,94,84.1
57,77,44,47,74,57,80,64.45
83,77,94,33,90,84,41,74.14
74,56,49,32,63,40,68,59.58
98,84,71,67,78,36,72,68.65
93,73,78,46,79,88,88,82.12
68,81,85,54,67,87,83,72.36
92,86,37,52,87,54,86,67.81
99,38,58,81,78,81,78,73.16
62,37,58,38,62,85,86,62.02
95,85,92,70,95,35,60,73.66
61,39,43,83,95,53,68,64.99
64,94,84,33,94,46,83,72.57
72,74,67,51,86,77,88,72.36
89,68,48,85,98,42,47,68.68
51,75,37,68,96,58,53,64.03
89,46,90,58,63,85,50,73.98
72,91,40,88,58,56,70,68.74
54,65,50,79,98,92,41,69.67
83,38,69,79,60,61,86,72.1
59,64,51,41,82,82,66,65.72
76,81,39,75,67,70,45,62.85
91,57,56,59,65,91,62,71.48
53,87,50,47,95,35,82,63.06
53,53,89,45,97,92,65,70.64
57,88,47,68,73,30,69,62.36
55,66,77,59,93,85,75,72.95
74,67,46,74,85,46,81,64.51
76,54,44,72,57,53,80,62.39
96,44,44,50,64,74,50,59.45
99,45,86,51,70,36,88,65.87
89,84,82,77,83,30,93,81.29
69,33,92,54,96,42,58,64.68
76,55,48,59,84,51,71,63.3
56,68,67,35,65,66,41,61.88
72,86,73,86,72,76,87,76.44
69,76,75,74,56,73,41,64.17
98,77,79,86,87,57,77,81.99
83,78,75,58,67,70,83,71.53
78,66,62,36,91,43,84,63.2
93,67,56,58,99,33,85,75.34
54,91,52,76,83,70,63,72.49
76,90,49,64,68,49,42,63.18
61,37,51,88,61,75,60,61.93
66,67,36,80,58,56,68,59.93
86,65,43,38,73,93,87,71.25
83,85,47,46,81,30,72,61.8
79,74,55,79,87,82,92,77.12
85,79,48,50,58,49,71,63.02
55,49,75,50,83,41,72,60.86
81,92,49,88,99,79,81,83.95
81,84,36,75,82,89,93,79.55
58,63,61,46,84,68,60,62.96
71,61,68,48,79,66,74,69.8
59,72,55,54,96,66,88,71.65
78,42,71,83,73,59,94,71.42
60,31,82,62,83,58,50,59.62
77,90,47,58,61,31,50,61.05
51,43,76,86,95,86,61,74.01
70,71,41,54,69,51,42,54.71
80,44,69,82,92,51,73,68.29
90,39,58,77,70,56,56,67.23
66,85,85,59,73,80,54,70.04
76,82,89,36,72,55,44,67.55
79,87,81,63,73,83,70,70.34
90,91,35,58,67,92,93,67.21
57,86,76,70,93,44,83,69.21
86,92,55,86,71,44,80,76.87
54,33,75,38,62,63,71,63.89
75,63,54,78,55,84,74,72.56
55,61,53,62,67,94,78,71.26
65,63,55,66,82,30,91,65.81
50,69,93,79,72,66,41,68.87
58,64,91,34,96,78,52,71.26
70,44,52,66,94,77,89,78.86
56,80,73,59,66,71,80,72.17
92,49,59,44,85,82,59,66.26
64,66,54,64,93,90,63,69.54
73,67,71,61,78,32,51,57.43
54,50,65,62,70,32,73,58.46
87,39,55,44,92,58,88,70.06
78,83,82,51,57,49,40,65.67
95,38,50,30,71,80,62,65.17
95,71,41,81,85,50,63,69.55
60,45,75,78,82,76,64,72.81
53,53,74,63,91,64,62,66.1
59,33,77,66,56,80,59,60.18
83,73,66,39,78,45,86,70.44
53,52,41,33,90,53,42,54.18
59,71,74,46,99,58,55,69.24
82,48,46,81,85,73,83,69.27
95,49,86,77,98,77,56,73.48
67,57,87,32,93,82,94,77.25
61,53,68,88,58,39,90,60.9
72,31,87,73,83,91,46,64.43
93,36,92,89,86,81,61,73.69
74,30,52,86,71,67,46,59.67
86,40,47,79,66,43,88,57.9
53,80,35,84,73,79,87,66.62
62,89,90,30,56,34,76,58.7
67,60,68,49,69,90,63,67.49
78,59,35,45,97,36,47,54.5
93,53,59,82,75,50,48,67.92
79,47,88,49,89,48,40,64.54
97,87,43,80,61,58,48,68.71
87,46,94,88,56,40,65,64.54
77,75,55,34,79,90,67,70.57
56,48,41,75,97,93,88,67.27
73,41,88,86,93,73,74,78.83
90,41,53,83,82,63,75,65.41
59,79,65,68,94,30,94,71.77
86,49,67,72,80,74,82,68.45
76,35,62,40,76,34,84,49.81
70,30,84,85,82,78,94,73.62
85,36,88,53,83,82,63,70.21
92,84,55,39,76,72,70,67.02
78,44,89,66,60,81,74,65.26
56,53,72,45,74,89,89,65.48
62,58,37,88,99,85,58,63.33
94,63,91,88,71,88,70,78.45
72,66,78,43,82,35,55,61.69
99,71,55,80,74,57,60,68.49
74,93,45,38,74,80,62,66.92
90,48,73,60,86,32,88,74.95
94,52,80,53,83,58,46,66.39
62,35,87,66,68,59,85,65.54
86,84,61,39,95,84,79,77.11
79,68,69,52,69,48,58,58.26
75,54,55,32,79,49,83,60.48
61,33,65,75,99,65,54,62.25
50,62,89,31,55,89,81,60.87
67,31,42,55,77,59,86,55.63
70,43,66,79,97,69,66,67.48
73,79,57,68,56,83,92,73.2
66,40,71,82,71,84,66,67.02
91,63,37,34,72,52,41,61.01
58,67,88,84,90,41,60,68.27
89,68,44,69,61,45,52,58.54
77,51,91,50,55,72,94,72.17
64,71,91,83,95,50,46,74.03
62,86,94,68,57,41,74,70.55
77,67,88,73,93,66,47,68.43
66,38,57,39,93,39,92,61.27
58,58,73,36,61,49,44,56.69
70,71,39,44,58,84,87,69.1
79,89,93,41,81,90,69,77.27
60,68,80,54,60,80,55,64.36
79,89,77,47,92,74,80,81.77
85,82,74,36,77,47,50,66.01
74,37,37,32,76,62,76,57.84
56,50,72,47,73,39,61,55.69
69,85,83,58,68,78,88,78.21
84,77,78,87,98,47,53,69.68
59,76,38,68,85,81,73,68.53
84,38,90,83,68,83,76,74.89
50,30,45,86,56,66,55,52.7
63,84,45,42,82,88,70,66.24
94,60,93,42,91,80,81,78.56
54,40,82,34,63,87,74,66.37
89,89,53,80,59,57,91,70.29
93,60,38,52,57,49,71,60.6
87,79,66,35,58,60,91,70.35
83,89,65,54,60,32,62,65.43
73,91,79,43,73,61,49,65.08
53,68,70,57,91,53,73,70.6
76,32,85,48,84,65,90,75.49
54,87,52,43,86,75,62,65.36
92,59,84,81,59,44,47,65.67
62,87,89,75,81,73,75,76.54
89,82,67,82,84,41,73,74.81
70,43,37,44,91,32,64,53.58
86,39,40,85,60,42,89,60.85
81,51,44,50,88,50,76,59.44
87,92,77,81,86,49,69,75.63
80,90,53,44,96,58,49,71.41
81,75,35,55,72,58,89,66.26
64,66,79,46,88,76,69,67.18
97,50,69,47,96,90,66,69.77
79,32,47,82,97,89,93,75.37
92,48,86,65,58,74,61,65.03
56,61,67,88,62,30,52,59.84
87,53,54,69,79,34,55,62.11
80,77,43,58,94,83,41,68.04
93,87,44,58,57,36,75,67.86
75,69,68,48,83,77,62,67.04
85,36,53,63,78,91,43,68.74
95,75,87,79,66,83,63,81.8
92,44,49,83,99,53,86,64.82
75,34,72,60,67,38,57,53.81
93,88,71,39,58,82,45,69.91
51,51,58,82,60,75,64,56.39
92,57,71,45,88,68,63,68.5
94,83,55,86,79,50,65,62.83
92,48,67,65,80,56,45,66.43
58,43,65,35,79,65,91,61.24
97,77,56,57,84,66,75,71.71
54,36,61,86,85,57,63,59.61
76,61,89,79,78,65,41,68.83
61,51,87,33,94,31,54,60.55
84,75,53,63,92,88,61,76.5
78,42,45,50,72,87,41,60.93
65,51,47,30,56,79,65,53.78
68,39,41,65,91,32,75,56.84
98,73,61,45,85,58,60,75.11
92,53,58,61,71,54,58,66.02
76,88,80,34,56,34,45,63.64
67,91,59,45,89,59,86,70.88
90,84,81,86,77,85,57,79.19
62,78,57,66,88,89,80,75.71
79,79,85,61,80,47,94,71.82
75,48,71,35,78,91,53,62.87
55,87,89,58,72,63,68,69.21
52,77,56,69,86,84,63,69.48
72,41,56,32,57,75,79,59.65
61,49,37,71,62,46,49,55.37
90,74,45,49,87,68,43,66.99
90,55,87,82,75,30,92,71.74
64,60,58,68,57,57,70,61.88
50,88,59,82,68,44,47,59.83
99,32,79,34,88,58,81,68.63
96,47,52,70,58,49,47,57.5
57,50,84,43,60,43,40,54.98
80,86,82,40,76,71,76,70.44
60,71,85,83,93,31,48,65.23
66,91,62,81,79,72,49,67.91
76,59,73,67,59,66,90,71.1
80,90,44,87,77,43,41,66.94
76,65,68,32,97,67,82,70.64
63,84,60,67,79,33,51,64.67
72,33,70,54,68,55,74,63.18
54,44,58,64,87,72,54,61.4
79,86,54,46,79,77,41,62.28
83,92,81,70,70,78,60,79.07
96,93,67,64,88,76,75,80.59
68,46,70,41,84,51,69,62.94
80,82,57,69,69,36,72,70.82
65,69,59,54,80,74,94,72.86
94,79,79,31,81,36,40,66.11
76,44,42,57,75,58,67,54.94
75,63,88,82,64,53,65,70.21
88,59,40,81,61,36,72,59.38
78,53,66,50,62,47,56,62.67
98,37,91,33,93,66,69,67.05
88,86,42,33,86,64,72,72.44
93,54,67,48,78,40,45,63.86
94,63,36,41,76,32,71,58.85
78,54,90,89,57,64,59,70.86
94,47,37,56,74,54,80,63.84
95,43,36,45,86,81,59,66.9
96,35,44,42,90,33,58,57.38
80,65,39,63,84,82,49,68.66
51,65,80,73,59,30,86,65.43
55,47,83,42,58,68,81,64.68
58,44,67,42,82,41,83,64.75
64,45,81,85,63,58,89,68.04
69,43,92,58,87,47,74,65.9
97,76,56,48,58,38,86,68.57
51,83,38,39,93,56,80,58.87
52,87,90,47,88,52,51,64.39
79,59,53,85,88,67,77,71.16
57,75,44,37,70,81,40,61.89
89,45,37,82,86,90,82,75.08
70,30,42,77,97,54,49,61.43
88,70,52,63,76,85,88,80.24
92,56,36,87,56,82,50,60.32
62,91,73,37,62,65,73,66.23
89,57,44,43,78,87,67,64.7
90,49,54,65,68,40,63,57.29
97,84,86,56,82,31,72,76.23
86,80,64,89,58,93,76,70.21
81,63,41,72,88,48,63,63.4
63,56,59,82,81,71,92,73.61
50,67,48,86,88,45,59,58.89
76,58,44,51,59,40,71,57.59
73,64,48,76,93,56,74,64.45
98,49,67,33,67,51,54,66.1
71,48,43,55,56,79,78,58.7
63,34,90,43,92,94,90,72.94
94,54,53,37,95,73,60,67.82
57,55,72,76,71,78,44,65.84
76,80,55,57,77,49,64,63.0
52,90,88,62,84,64,53,70.44
82,44,85,51,82,49,71,67.33
96,74,81,43,94,82,62,76.7
70,35,94,38,96,37,61,60.0
81,87,65,53,69,83,43,71.44
89,30,37,61,78,83,54,60.87
90,72,87,40,86,70,84,79.98
94,45,38,67,56,81,87,67.92
93,43,66,44,68,36,88,64.82
90,48,81,69,83,82,78,77.22
81,80,85,77,61,42,89,76.09
73,37,47,79,83,49,60,58.56
60,77,52,35,60,87,87,66.09
86,41,44,47,90,44,53,58.95
70,64,51,85,70,60,51,65.23
67,35,58,37,83,71,54,54.68
60,40,53,63,82,89,83,67.61
76,67,86,67,69,77,92,73.21
92,55,67,54,61,55,94,66.91
87,57,40,40,72,88,74,67.31
50,79,77,58,84,64,74,70.76
78,87,88,56,76,49,88,73.4
70,55,86,34,70,81,42,64.93
78,73,68,38,89,53,76,71.93
58,44,74,65,81,64,55,64.79
56,53,83,52,56,76,73,59.27
87,88,86,42,85,92,91,82.55
80,86,93,65,95,67,82,83.38
76,46,91,89,82,87,42,66.45
91,30,70,88,96,62,83,72.9
81,40,82,88,84,94,40,68.36
54,49,53,69,91,63,92,72.99
82,60,70,50,96,76,73,77.45
64,68,35,73,84,37,76,59.22
54,92,77,38,82,46,55,68.19
69,35,47,88,81,63,76,63.44
87,57,59,31,56,42,43,52.5
86,80,46,54,95,94,86,80.48
66,82,63,30,61,93,86,71.22
99,73,61,37,61,41,68,59.79
53,94,60,61,98,49,62,64.33
70,41,42,61,73,73,66,66.97
83,57,58,50,95,82,48,59.65
89,59,54,84,87,39,66,64.67
54,64,81,51,88,55,69,61.19
53,35,54,87,98,31,80,64.93
71,59,35,31,79,32,42,51.56
63,92,58,87,85,82,84,77.45
53,37,76,72,93,61,76,65.04
57,62,91,39,94,38,77,70.8
52,72,58,30,63,51,91,59.93
95,72,57,74,92,52,54,77.49
78,74,92,72,77,76,55,75.48
75,83,68,73,66,59,41,61.48
99,94,43,84,84,55,88,79.14
79,36,66,39,60,59,58,57.79
61,65,76,72,68,39,90,68.38
64,54,94,66,86,66,85,69.97
90,66,37,37,59,79,86,63.65
51,41,72,33,65,73,71,60.88
50,61,67,84,62,68,76,63.92
96,78,47,86,82,32,53,66.16
96,67,72,63,66,33,93,68.21
77,85,43,85,78,66,67,69.36
89,94,35,55,91,72,77,73.73
84,55,47,58,74,76,46,64.43
83,86,71,88,71,40,64,76.12
53,43,55,37,70,86,66,61.74
67,85,45,83,82,87,46,70.34
61,70,71,48,96,72,49,73.07
99,80,47,37,90,32,77,65.32
70,41,89,41,64,85,73,60.78
59,78,68,47,85,41,59,66.14
70,30,35,42,98,91,57,62.06
89,48,87,80,70,33,43,65.65
74,87,39,31,93,85,71,63.57
99,33,74,75,76,43,46,62.06
66,37,53,48,83,35,72,57.21
55,56,55,52,80,35,44,53.01
63,55,66,43,77,74,60,55.71
86,72,93,61,65,68,48,70.78
89,69,39,53,64,84,55,61.99
89,79,38,38,89,43,77,67.02
67,58,86,75,91,70,60,75.11
79,71,68,78,79,94,58,70.19
58,47,36,87,94,37,91,63.49
63,50,93,39,97,74,60,68.37
95,91,38,63,82,67,76,73.72
95,56,57,75,67,59,49,62.78
66,76,49,41,93,75,63,63.36
83,55,69,43,90,84,53,67.12
95,38,78,50,69,63,82,69.94
71,41,88,73,56,91,83,68.89
81,45,71,52,85,33,89,62.64
61,76,36,30,70,37,83,55.37
65,85,63,68,82,46,55,66.49
71,80,48,46,89,56,45,68.77
87,56,56,76,63,67,57,67.08
99,91,57,62,85,74,64,77.6
88,37,85,44,85,70,67,69.34
51,67,58,32,59,58,45,53.89
94,35,54,53,97,40,88,65.81
57,88,64,46,95,33,60,58.59
93,48,53,67,94,49,86,72.25
50,85,37,86,99,79,76,70.55
90,57,86,40,82,48,90,73.97
89,39,68,55,56,31,70,58.46
90,74,46,42,99,43,90,68.68
54,94,68,72,84,34,60,70.78
94,79,39,41,69,70,65,68.85
95,61,93,86,63,91,70,81.01
85,90,81,45,62,59,86,75.97
66,45,41,44,65,39,49,50.48
90,35,79,82,85,34,46,60.16
79,91,49,48,57,74,54,67.19
64,48,92,48,86,57,54,60.61
69,33,87,66,77,39,68,66.0
85,72,59,36,55,93,62,66.66
51,47,52,42,70,87,90,66.45
94,75,58,34,82,94,74,72.42
53,75,58,81,56,36,41,58.42
99,50,65,46,88,90,62,74.41
73,59,73,61,80,50,94,72.19
97,93,44,83,97,40,67,73.52
91,70,38,40,89,35,72,60.79
51,46,41,64,63,59,60,55.15
95,34,88,36,56,32,73,62.63
51,34,60,51,55,68,43,56.29
99,77,89,34,83,39,89,76.3
50,67,39,37,72,38,73,59.15
62,35,64,43,70,94,54,60.58
55,87,37,58,88,52,53,56.44
71,43,90,58,81,77,84,71.92
66,88,89,70,92,53,75,74.93
98,94,42,71,58,47,68,76.29
71,42,85,59,63,85,70,70.84
92,56,54,57,60,76,59,64.44
55,54,66,83,70,90,51,64.77
52,85,51,51,60,78,89,65.83
95,88,82,53,63,65,41,69.89
55,78,72,65,77,48,47,62.71
66,47,79,53,58,41,89,60.53
84,32,73,64,75,71,40,64.96
98,86,58,31,79,88,74,79.97
99,35,91,69,73,35,60,62.66
86,60,59,38,87,78,91,74.59
96,37,84,49,86,69,62,72.46
84,39,88,42,87,76,83,72.1
72,32,74,34,72,93,83,66.46
57,41,45,80,87,47,58,57.34
56,48,60,41,78,48,48,53.12
99,50,43,49,68,68,54,58.79
59,43,38,73,98,73,79,63.88
75,58,58,45,93,50,55,62.81
59,36,46,67,77,93,51,61.28
68,78,73,32,76,68,53,64.33
72,94,75,48,60,58,66,79.22
80,36,66,56,94,34,77,63.75
82,43,75,85,71,80,92,74.71
51,45,83,46,62,64,79,61.51
77,45,78,52,76,59,90,66.62
81,42,41,40,70,59,48,57.77
82,58,82,65,70,67,61,65.84
58,90,57,81,94,79,78,74.65
78,66,50,70,77,65,47,62.19
64,46,38,50,67,80,43,56.77
67,60,84,89,98,30,91,75.41
67,88,94,88,86,92,42,79.94
56,76,36,50,94,43,40,51.79
63,35,87,75,81,79,58,71.3
78,61,67,77,75,36,48,61.64
99,60,88,60,57,81,47,70.5
68,47,79,89,75,51,65,65.56
54,38,80,30,81,85,78,65.57
90,32,90,69,69,88,45,67.37
99,55,80,67,89,44,88,71.97
94,42,49,63,95,35,47,65.07
54,63,94,82,92,35,70,67.4
64,72,80,50,78,89,42,68.36
75,62,53,44,69,90,45,57.5
73,65,93,55,65,40,89,68.94
68,76,62,82,98,54,46,68.22
69,90,61,34,89,72,44,66.71
92,74,58,74,99,91,56,74.05
58,77,89,80,93,80,55,69.89
77,70,89,80,82,49,94,75.41
65,67,56,66,99,54,86,72.34
60,40,71,39,58,89,79,66.13
83,45,92,77,94,65,82,74.05
74,94,85,50,81,47,72,73.68
89,30,63,36,67,93,47,61.68
70,33,90,58,66,91,41,62.66
54,66,65,39,69,93,77,63.82
60,43,76,41,69,39,53,58.43
92,54,72,59,85,92,57,71.14
58,33,69,32,88,90,86,71.3
60,72,85,39,58,77,89,70.92
86,55,56,30,92,64,89,71.67
90,44,73,82,77,45,52,67.93
50,35,79,50,81,44,90,58.23
75,66,71,30,62,78,43,64.37
59,72,54,81,96,93,84,82.82
89,71,51,52,87,69,49,62.56
68,42,57,55,74,61,84,69.38
65,45,54,83,66,40,43,57.39
94,71,88,49,56,81,55,74.99
86,67,70,43,72,59,54,64.7
99,94,53,45,90,70,90,77.75
90,34,38,46,58,93,73,65.89
53,59,94,42,83,78,66,67.51
63,72,57,50,80,49,94,68.34
79,61,45,54,56,86,66,70.91
56,71,35,86,77,31,67,61.99
61,34,37,59,91,61,67,59.96
73,88,82,35,84,38,74,68.07
88,52,53,46,59,34,69,53.41
92,37,41,51,80,64,94,64.34
71,48,82,53,98,44,49,64.3
96,73,81,73,63,36,61,72.29
79,67,71,34,69,73,91,64.16
88,73,51,85,83,67,56,70.61
69,35,78,53,97,65,64,65.1
75,32,44,45,65,78,82,67.2
98,62,70,64,93,89,83,76.74
54,87,72,71,83,85,82,76.47
89,55,71,80,67,92,71,69.0
91,57,75,62,95,40,47,62.38
55,72,77,47,83,85,46,69.21
83,45,41,52,99,78,64,65.65
54,52,43,52,83,34,53,47.92
59,88,63,74,73,64,66,71.05
77,64,91,39,95,55,81,68.92
52,70,56,45,59,50,73,62.93
62,51,71,59,76,94,80,72.94
97,30,91,89,95,88,65,76.78
96,75,64,61,87,46,67,73.52
51,51,67,84,96,88,92,75.02
84,61,81,39,85,91,85,78.84
99,59,83,42,98,56,69,72.63
96,72,56,37,90,55,45,66.28
77,41,76,78,78,69,41,62.02
86,56,50,44,90,45,91,63.17
72,55,90,86,96,58,92,80.82
92,47,37,47,73,50,51,57.44
72,90,80,77,97,50,64,77.36
84,75,44,53,75,67,79,71.41
90,58,74,51,73,64,58,65.15
88,61,51,85,67,83,60,68.26
81,44,90,69,75,83,89,72.85
51,89,45,50,99,78,67,72.5
96,57,62,52,61,72,41,66.84
93,56,51,62,62,49,59,62.4
97,70,67,39,63,44,89,68.05
65,76,85,60,86,53,94,72.81
65,62,78,58,62,42,94,69.22
52,73,64,54,64,78,93,68.74
77,79,57,33,55,57,55,63.35
78,39,72,84,95,81,61,74.06
69,53,40,88,92,44,80,70.54
85,63,83,69,95,49,51,71.19
82,49,51,47,85,63,41,61.11
71,54,47,50,84,42,88,61.1
